Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	ACH-000082	ACH-001001	ACH-001275	ACH-000364	ACH-002067	ACH-002834	ACH-002471	ACH-001526	ACH-001715	ACH-002690	ACH-002470	ACH-000359	ACH-002069	ACH-001814	ACH-000410	ACH-000748	
Amplification Peak 69 - CN values	21p11.2 	chr21:10664002-10736999(probes 275257:275265)  	chr21:10674001-10732000(probes 275258:275264)  	chr21:10653001-13067344(probes 275253:275299)  	3.6739e-11	 3.6739e-11		Actual Copy Change Given	3.6569	3.6569	3.6569	2.6902	3.6569	3.6569	3.0092	3.6569	2.1007	0.61698	0.47485	1.066	3.6569	-0.013796	2.9562	-0.14308	
Amplification Peak 70 - CN values	22p11.2 	chr22:1-10718000(probes 278763:278776)         	chr22:1-10708000(probes 278763:278775)         	chr22:1-10728000(probes 278763:278778)         	2.7747e-06	 1.1884e-05		Actual Copy Change Given	3.6569	3.6569	3.6569	3.6569	3.6569	3.6569	0.20548	-1.2929	-1.2929	-1.2929	-0.2313	-0.082747	3.6569	0.10664	3.6569	-0.15989	
Amplification Peak 71 - CN values	22p11.2 	chr22:11786002-12029999(probes 278851:278894)  	chr22:11787001-11932000(probes 278852:278869)  	chr22:11711001-12030999(probes 278850:278896)  	2.0505e-06	 8.6056e-06		Actual Copy Change Given	1.0544	3.6569	3.6569	3.6569	3.6569	3.6569	0.20548	-1.2929	3.6569	-1.2929	1.7907	-0.082747	1.1011	0.10664	3.6569	-0.15989	
Amplification Peak 72 - CN values	22p11.2 	chr22:12415002-12438999(probes 278947:278951)  	chr22:12416001-12436000(probes 278948:278950)  	chr22:12225001-12710000(probes 278929:278979)  	2.4698e-05	 2.4698e-05		Actual Copy Change Given	1.1353	3.6569	3.1102	1.2267	1.4623	3.6569	3.1657	0.30536	0.59725	-0.28636	1.6695	-0.082747	3.6569	0.062992	3.6569	-0.15989	
Amplification Peak 73 - CN values	22q11.1 	chr22:16022069-16072067(probes 279088:279094)  	chr22:16032069-16064068(probes 279089:279093)  	chr22:15940069-16079067(probes 279077:279100)  	8.3734e-08	 1.1603e-07		Actual Copy Change Given	3.6569	3.6569	3.4278	2.0864	0.48577	3.1884	1.2567	3.6569	3.6569	-0.14008	0.21848	-0.082747	1.8715	0.062992	2.108	-0.15989	
Amplification Peak 74 - CN values	22q11.1 	chr22:16258070-16394849(probes 279126:279138)  	chr22:16259069-16385068(probes 279127:279137)  	chr22:16259069-16414412(probes 279127:279140)  	0.011279	   0.015309		Actual Copy Change Given	3.6569	3.3451	-0.18052	-0.62919	-0.47321	-0.39162	1.3536	3.6569	0.66383	-0.14008	0.21848	-0.082747	3.6569	0.062992	-0.20235	-0.0051421	
Deletion Peak 1 - CN values	3q13.31 	chr3:116832899-116944897(probes 61690:61725)  	chr3:116840899-116943898(probes 61691:61724)  	chr3:116658907-117032897(probes 61618:61757)  	0.00065838	 0.00065838		Actual Copy Change Given	-0.99395	-1.2929	0.00031333	0.58328	-1.1704	-0.69743	0.1395	-1.2929	-1.2929	-0.51155	-1.2929	-1.2929	-1.2929	-1.2929	0.72513	-0.31695	
Deletion Peak 2 - CN values	7q35    	chr7:147186284-147212616(probes 139938:139945)	chr7:147193617-147204616(probes 139939:139944)	chr7:147193617-147228615(probes 139939:139947)	0.16178	    0.16178		Actual Copy Change Given	-0.99324	-0.51247	0.92415	-1.2929	-1.2346	-1.2929	-0.39862	-0.096262	-0.21255	-0.85044	-1.2929	-0.65233	-0.039769	0.42067	-1.0103	-0.023375	
Deletion Peak 3 - CN values	9p11.1  	chr9:42292236-42325233(probes 160479:160485)    	chr9:42293235-42324234(probes 160480:160484)    	chr9:42292235-42335234(probes 160478:160487)    	0.039055	   0.039055		Actual Copy Change Given	-1.1296	-1.2929	-1.2929	-1.2713	-0.87381	-1.2929	-1.2929	-1.0955	-1.2929	0.047445	-1.2929	1.2724	-1.2929	0.40655	-1.049	-0.76451	
Deletion Peak 4 - CN values	9q13    	chr9:64365310-64462808(probes 162539:162547)    	chr9:64366309-64453308(probes 162540:162546)    	chr9:64366309-64801933(probes 162540:162564)    	0.014834	   0.014834		Actual Copy Change Given	-1.2929	-1.2929	-1.2929	-1.2929	-1.2929	-1.2929	-1.2929	-0.62778	-1.2929	0.047445	-1.2929	-0.54523	-1.2907	0.44491	-1.2391	-0.35354	
Deletion Peak 5 - CN values	10q11.22	chr10:47580458-47648455(probes 174785:174795)  	chr10:47582457-47646456(probes 174786:174794)  	chr10:47582457-47691455(probes 174786:174813)  	0.00049242	 0.00049242		Actual Copy Change Given	-1.2929	-1.2929	-1.2929	-1.2929	-1.1839	-1.2929	-1.2929	-1.2929	-0.97176	-0.54995	-1.1113	-0.040278	-1.2929	-0.12714	-1.2929	0.032422	
Deletion Peak 6 - CN values	15q11.2 	chr15:20002006-22377003(probes 229824:229999)  	chr15:21434005-21537004(probes 229955:229962)  	chr15:19999005-22560003(probes 229823:230001)  	0.00045227	 0.00045227		Actual Copy Change Given	-1.2929	-1.2929	-1.2929	-1.2929	-1.2929	-1.2929	-1.2929	-1.2929	-1.2929	-0.36877	0.12718	-0.2168	-1.2929	-0.78017	-1.2929	-0.6512	
Deletion Peak 7 - CN values	16p11.1 	chr16:35417370-35525218(probes 241458:241470)  	chr16:35427220-35523219(probes 241459:241469)  	chr16:35230220-35535048(probes 241438:241472)  	0.00045227	 0.00045227		Actual Copy Change Given	-1.2929	-1.1928	-1.1865	-0.86898	-0.61595	-1.2366	-1.2929	-1.0533	-1.0872	-0.46455	-1.0402	-0.54444	-1.1517	-0.84257	-0.86762	0.014882	
Deletion Peak 8 - CN values	17p11.2 	chr17:21949313-21958310(probes 248604:248615)  	chr17:21950312-21957311(probes 248605:248614)  	chr17:21932312-21964310(probes 248573:248619)  	0.019131	   0.019131		Actual Copy Change Given	3.6569	-1.2929	-1.2929	3.6569	3.6569	-1.2929	3.6569	-1.2929	-1.2929	1.2169	-1.2929	-0.4475	-1.2929	-1.2929	-1.2929	-0.21994	
Deletion Peak 9 - CN values	22p11.2 	chr22:11973002-12189999(probes 278893:278920)  	chr22:11976001-12185000(probes 278894:278919)  	chr22:11976001-12306200(probes 278894:278931)  	0.00045227	 0.00045227		Actual Copy Change Given	-1.2929	-1.2929	-1.2929	-1.2929	-1.1975	-1.2929	-1.2929	-1.2929	-1.2221	-0.28636	-1.028	-0.082747	-1.0037	-1.2429	-1.2929	-0.15989	
